"","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","work>20hrsWk","report2sameSupervisor","trust_1","trust_2","trust_3","trust_4","trust_5","Empathy_1","Empathy_2","Empathy_3","Empathy_4","Empathy_5","Empathy_6","Empathy_7","Empathy_8","Empathy_9","Empathy_10","Empathy_11","Empathy_12","Empathy_13","Empathy_14","Empathy_15","PAIR_1","PAIR_2","PAIR_3","PAIR_4","PAIR_5","PAIR_6","PAIR_7","PAIR_8","PAIR_9","PAIR_10","PAIR_11","PAIR_12","PAIR_13","PAIR_14","PAIR_15","support_1","support_2","support_3","support_4","support_5","support_6","Communal_Strength_1","Communal_Strength_2","Communal_Strength_3","Communal_Strength_4","Communal_Strength_5","Communal_Strength_6","Communal_Strength_7","Communal_Strength_8","Communal_Strength_9","Communal_Strength_10","Listening_Styles_1","Listening_Styles_2","Listening_Styles_3","Listening_Styles_4","Listening_Styles_5","Listening_Styles_6","Listening_Styles_7","Listening_Styles_8","Listening_Styles_9","Listening_Styles_10","Listening_Styles_11","Listening_Styles_12","Listening_Styles_13","Listening_Styles_14","Listening_Styles_15","Listening_Styles_16","Listening_Styles_17","Listening_Styles_18","Listening_Styles_19","Listening_Styles_20","Listening_Styles_21","Listening_Styles_22","Listening_Styles_23","Listening_Styles_24","perspective_taking_1","perspective_taking_2","perspective_taking_3","perspective_taking_4","perspective_taking_5","perspective_taking_6","perspective_taking_7","perspective_taking_8","perspective_taking_9","perspective_taking_10","perspective_taking_11","perspective_taking_12","perspective_taking_13","perspective_taking_14","perspective_taking_15","perspective_taking_16","perspective_taking_17","perspective_taking_18","perspective_taking_19","perspective_taking_20","ActiveEmpathicListe_1","ActiveEmpathicListe_2","ActiveEmpathicListe_3","ActiveEmpathicListe_4","ActiveEmpathicListe_5","ActiveEmpathicListe_6","ActiveEmpathicListe_7","ActiveEmpathicListe_8","ActiveEmpathicListe_9","ActiveEmpathicListe_10","ActiveEmpathicListe_11","responsivness_1","responsivness_2","responsivness_3","responsivness_4","responsivness_5","responsivness_6","responsivness_7","responsivness_8","responsivness_9","responsivness_10","responsivness_11","responsivness_12","responsivness_13","responsivness_14","responsivness_15","responsivness_16","responsivness_17","responsivness_18","intimacy_1","intimacy_2","intimacy_3","intimacy_4","intimacy_5","intimacy_6","intimacy_7","intimacy_8","Rudeness_1","Rudeness_2","Rudeness_3","Rudeness_4","Rudeness_5","Rudeness_6","JDI_1","JDI_2","JDI_3","JDI_4","JDI_5","JDI_6","JDI_7","JDI_8","JDI_9","JDI_10","JDI_11","JDI_12","JDI_13","JDI_14","JDI_15","JDI_16","JDI_17","JDI_18","SWMSS_1","SWMSS_2","SWMSS_3","SWMSS_4","SWMSS_5","SWMSS_6","SWMSS_7","SWMSS_8","SWMSS_9","SWMSS_10","SWMSS_11","SWMSS_12","SWMSS_13","SWMSS_14","SWMSS_15","Incivility_1","Incivility_2","Incivility_3","Incivility_4","Incivility_5","Incivility_6","Incivility_7","Respect_1","Respect_2","Respect_3","Respect_4","Respect_5","Respect_6","Respect_7","Respect_8","Respect_9","Respect_10","Respect_11","Respect_12","Respect_13","Respect_14","Respect_15","Respect_16","Respect_17","Respect_18","Respect_19","Respect_20","PRI_1","PRI_2","PRI_3","PRI_4","PRI_5","PRI_6","PRI_7","PRI_8","PRI_9","PRI_10","PRI_11","PRI_12","PRI_13","PRI_14","PRI_15","PRI_16","Autonomy_Support_1","Autonomy_Support_2","Autonomy_Support_3","Autonomy_Support_4","Autonomy_Support_5","Autonomy_Support_6","Autonomy_Support_7","Autonomy_Support_8","Autonomy_Support_9","Autonomy_Support_10","Autonomy_Support_11","Autonomy_Support_12","Autonomy_Support_13","Autonomy_Support_14","Autonomy_Support_15","Autonomy_Support_16","Autonomy_Support_17","Autonomy_Support_18","Autonomy_Support_19","Autonomy_Support_20","Autonomy_Support_21","Humility_1","Humility_2","Humility_3","Humility_4","Humility_5","Humility_6","Humility_7","Humility_8","Humility_9","Listening_1","Listening_2","Listening_3","Listening_4","Listening_5","FLS_1","FLS_2","FLS_3","FLS_4","FLS_5","FLS_6","FLS_7","FLS_8","FLS_9","FLS_10","FLS_11","FLS_12","FLS_13","FLS_14","FLS_15","FLS_16","FLS_17","FLS_18","FLS_19","FLS_20","Age","gender","supervisorGender","yearsWithBoss","occupation","yearsProfessionalExperience","tenure","SWL_1","SWL_2","SWL_3","SWL_4","SWL_5","credit","id","SC0","Source","Hebrew/English","ID","consent"
"1141",2019-05-16 14:47:09,2019-05-16 15:12:37,0,100,1527,1,2019-05-16 15:12:38,"R_2X4X2UB9dDDcfFN","anonymous","EN",1,1,7,9,7,8,7,6,1,8,1,8,4,1,7,6,1,1,7,2,1,8,9,11,11,9,6,3,1,1,1,1,1,1,1,1,1,10,11,11,6,1,9,10,9,7,9,3,9,1,7,7,3,6,10,9,7,8,7,10,9,10,11,7,9,1,1,1,1,1,10,1,3,3,1,1,1,8,1,9,1,11,10,1,1,10,1,10,1,9,9,1,10,11,1,11,11,9,9,10,11,10,9,6,11,11,11,11,11,11,9,9,9,9,9,10,10,10,11,11,4,10,10,9,10,11,10,5,9,11,10,9,9,9,9,11,1,1,2,1,11,1,1,11,8,9,10,1,1,11,1,7,11,1,10,1,9,1,11,10,9,11,11,9,11,11,11,11,10,11,9,8,9,1,1,1,1,1,1,1,9,1,1,9,1,1,1,1,9,1,1,8,1,9,10,1,9,1,8,1,11,11,11,11,11,11,11,10,1,1,1,1,1,1,1,1,9,11,9,1,1,10,10,9,1,1,1,9,1,1,1,9,9,1,1,1,1,3,8,10,8,2,9,9,10,9,11,11,10,11,11,9,8,10,9,9,9,8,11,11,10,1,1,2,1,1,2,1,1,5,5,26,2,2,7,11,7.3,4,5,4,5,5,2,NA,NA,1589,"Prolific",NA,NA,4
"1142",2019-05-16 14:39:16,2019-05-16 15:12:39,0,100,2002,1,2019-05-16 15:12:40,"R_2YbQSgeQT4rqCie","anonymous","EN",1,1,6,11,6,10,1,4,11,7,5,6,4,1,9,6,1,1,7,1,3,6,11,8,11,8,9,6,3,1,1,1,1,1,6,1,1,6,10,10,9,1,9,1,6,8,3,6,6,6,1,9,2,6,9,8,6,6,6,11,9,11,9,11,11,1,1,1,1,6,8,3,2,1,1,1,1,6,1,9,1,6,7,1,1,8,1,7,1,9,3,3,8,10,1,11,1,8,7,11,8,7,5,9,8,8,9,7,9,9,8,9,9,8,9,8,9,9,6,10,1,8,9,8,11,8,6,1,9,6,11,11,9,6,11,11,11,1,1,1,9,1,1,10,10,10,10,1,6,6,1,6,11,1,10,1,10,1,9,9,9,9,9,10,9,11,9,10,8,9,9,6,10,1,1,1,1,1,1,1,9,1,9,10,1,1,1,1,9,1,6,9,1,7,10,1,9,1,10,1,11,10,10,10,9,9,10,9,1,1,1,1,1,1,1,1,6,9,8,1,3,6,8,9,1,1,1,6,3,1,2,6,6,1,1,3,1,8,8,10,9,10,10,8,9,8,9,6,6,9,9,9,9,6,9,9,11,9,10,10,11,1,1,1,1,1,1,1,1,1,1,36,2,2,4.9,17,19.8,3,3,5,4,3,3,NA,NA,1458,"Prolific",NA,NA,4
"1143",2019-05-16 14:22:14,2019-05-16 15:13:02,0,100,3048,1,2019-05-16 15:13:03,"R_8BucMEJRDXqmKfT","anonymous","EN",1,1,1,3,1,1,1,2,10,2,10,3,2,9,2,2,6,10,2,9,9,2,2,4,3,2,2,10,10,10,9,10,11,9,11,9,9,9,7,5,7,7,9,3,6,8,7,10,7,9,7,7,10,3,2,2,3,2,3,3,3,3,3,3,3,7,8,7,9,9,9,3,3,3,3,3,6,3,10,2,10,3,3,7,10,2,10,2,10,2,2,9,2,3,10,2,3,3,3,5,3,9,3,5,8,7,3,9,3,3,1,3,2,2,1,2,3,2,5,2,8,7,4,4,7,7,3,1,2,2,2,9,1,1,7,3,4,3,2,2,2,5,7,9,2,5,5,7,9,4,7,8,5,9,3,10,6,10,5,2,9,7,3,4,9,2,2,3,3,6,7,5,3,7,8,1,7,3,7,8,4,5,3,3,4,5,7,9,2,9,1,3,4,1,3,4,2,7,1,9,3,3,5,5,5,4,3,5,9,6,10,9,9,9,9,10,10,5,7,1,2,10,3,5,8,4,3,3,7,1,2,7,8,3,1,3,7,3,9,7,7,3,6,7,7,7,3,2,3,2,2,5,3,7,5,4,4,8,3,2,5,7,4,6,9,4,7,7,8,9,8,33,2,1,2.2,9,3,2,5,5,6,6,2,NA,NA,1274,"Prolific",NA,NA,4
"1144",2019-05-16 14:44:45,2019-05-16 15:13:10,0,100,1704,1,2019-05-16 15:13:10,"R_3fk5ESdeI4JV5zR","anonymous","EN",1,1,10,10,9,10,10,9,3,9,3,9,8,1,8,9,1,1,10,1,3,10,11,9,9,10,9,3,1,1,1,1,1,1,3,1,1,10,9,11,11,2,9,9,10,11,9,3,10,5,9,10,4,8,8,10,9,3,9,10,10,9,8,10,10,5,1,1,3,9,9,1,8,1,1,6,8,8,1,9,1,9,10,1,1,10,1,8,7,9,9,3,8,11,6,10,9,10,11,9,9,11,9,11,11,11,11,11,9,11,8,9,9,9,9,8,9,8,9,9,10,9,10,9,10,9,9,10,10,10,11,11,10,9,9,9,9,1,1,1,11,4,2,11,9,9,9,1,6,9,2,6,8,1,9,2,9,2,9,9,11,9,10,8,10,9,10,9,9,7,11,9,6,1,1,3,3,1,1,1,10,1,11,9,1,1,3,1,10,1,9,10,2,9,9,1,10,1,9,3,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,11,10,10,1,1,11,10,10,1,1,1,9,2,1,1,9,10,1,1,1,1,7,11,11,10,11,11,9,11,11,9,11,10,10,10,10,9,10,10,9,9,9,8,10,10,3,1,6,1,2,3,1,6,3,1,45,1,1,2,4,28.7,4,6,7,7,7,7,NA,NA,1722,"Prolific",NA,NA,4
"1145",2019-05-16 14:45:49,2019-05-16 15:13:43,0,100,1674,1,2019-05-16 15:13:44,"R_p0NDhXmxuiaAlIB","anonymous","EN",1,1,9,9,5,7,7,7,3,7,3,7,6,3,5,6,3,3,6,3,3,6,9,7,7,6,2,7,6,2,2,3,2,2,6,6,2,7,7,7,7,3,8,7,7,7,7,6,7,3,6,7,7,7,7,7,7,6,7,7,8,8,8,8,9,3,3,2,3,4,7,3,6,3,4,4,6,9,3,8,2,9,8,2,3,8,2,8,3,8,8,2,8,9,3,9,8,8,8,9,8,10,10,9,9,9,9,10,9,9,9,9,9,10,9,8,6,9,6,9,9,8,9,9,10,10,10,6,10,7,7,10,10,10,10,10,1,1,1,1,9,2,2,9,10,8,9,2,3,10,2,2,10,2,9,3,9,2,10,9,10,9,9,9,9,9,9,10,9,9,9,9,9,2,2,2,2,2,3,2,8,2,10,9,2,2,2,2,9,2,9,9,2,9,9,2,10,2,8,3,10,9,9,9,8,7,8,9,2,2,2,1,2,2,2,2,8,8,9,2,2,7,8,9,2,2,3,8,2,2,2,8,7,2,1,5,2,9,10,8,9,9,10,8,9,10,8,10,8,10,10,8,8,8,7,8,8,8,8,2,7,2,2,2,2,2,2,2,2,2,2,36,2,1,12.1,8,13.5,4,5,6,6,6,6,NA,NA,1558,"Prolific",NA,NA,4
"1146",2019-05-16 14:34:24,2019-05-16 15:14:02,0,100,2377,1,2019-05-16 15:14:03,"R_2zwr5IUmfuB3JDn","anonymous","EN",1,1,3,3,2,3,2,3,2,3,8,3,2,10,7,3,3,2,2,2,9,2,2,2,1,6,1,10,11,10,9,9,11,11,11,9,4,3,2,2,2,3,3,2,1,1,1,2,1,1,1,1,1,3,2,2,3,3,3,3,2,3,3,3,2,9,8,9,8,8,3,8,7,7,7,7,6,2,8,2,8,3,3,8,9,3,9,2,8,2,2,9,2,3,8,3,2,2,3,7,3,4,3,2,5,3,4,3,2,3,3,2,3,2,4,3,2,2,2,3,2,3,3,2,3,3,1,1,2,1,1,1,1,1,5,3,7,10,11,5,4,8,8,4,3,7,3,4,10,4,6,9,3,8,5,9,3,6,2,3,3,5,6,2,3,3,4,3,2,1,3,3,2,8,8,7,7,9,9,2,2,10,2,2,4,7,9,9,2,9,2,3,5,2,2,5,2,9,3,9,3,2,2,3,2,2,2,3,10,10,8,9,10,4,4,11,3,5,2,7,8,3,7,2,8,7,8,2,5,4,4,3,3,9,2,3,7,1,4,1,2,3,2,2,2,2,2,1,2,2,2,2,5,3,3,2,2,5,2,5,2,7,3,7,7,3,7,6,5,7,6,53,1,1,15,1,21,4,1,4,3,4,2,NA,NA,1066,"Prolific",NA,NA,4
"1147",2019-05-16 13:50:45,2019-05-16 15:14:19,0,100,5013,1,2019-05-16 15:14:20,"R_1TtYefBL4sjptXX","anonymous","EN",1,1,5,7,5,7,6,3,6,7,4,6,3,3,9,5,3,3,7,4,3,5,7,6,6,6,5,3,5,4,2,3,4,6,5,3,3,7,7,7,7,4,8,6,8,4,5,5,6,5,7,6,6,8,9,9,9,11,9,9,9,3,9,9,9,3,3,3,3,3,9,3,2,3,3,3,3,9,3,7,4,8,7,3,4,7,4,7,3,8,7,1,9,11,3,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,6,9,6,6,8,8,8,9,9,11,3,3,1,8,1,2,8,7,7,7,1,3,11,1,1,8,2,7,3,8,3,7,9,9,6,8,8,9,7,9,8,6,8,9,9,7,1,7,1,1,7,7,1,7,2,8,8,3,3,3,3,10,2,8,9,2,9,8,2,8,3,6,2,10,9,9,9,9,7,9,9,1,1,4,9,2,1,4,1,8,7,9,1,1,8,8,8,3,3,3,9,1,2,1,8,8,1,1,3,2,9,9,9,8,9,9,7,9,9,9,9,9,9,9,9,9,8,9,9,9,9,6,8,9,1,1,3,7,1,9,1,1,3,1,22,2,2,0.2,2,2.6,2,5,4,4,2,2,NA,NA,1549,"Prolific",NA,NA,4
"1148",2019-05-16 14:38:33,2019-05-16 15:14:20,0,100,2147,1,2019-05-16 15:14:21,"R_3HCeMVaQAtd3amY","anonymous","EN",1,1,1,11,1,10,1,3,5,10,3,3,1,1,6,1,1,9,6,6,1,1,9,6,11,3,2,1,10,1,6,3,7,8,10,1,6,1,8,9,8,5,9,2,10,6,6,1,5,6,2,3,1,3,7,10,3,3,6,5,6,3,6,8,6,5,8,6,3,11,11,7,7,6,3,7,7,9,9,4,2,8,1,8,10,9,6,6,11,6,1,6,6,9,8,3,1,6,8,4,5,11,6,6,8,10,9,9,9,10,10,6,9,3,7,1,1,4,6,4,6,4,3,7,7,7,1,1,8,5,10,11,1,1,11,9,10,1,1,1,8,1,1,7,7,2,9,1,1,8,1,1,11,1,8,1,7,1,6,7,9,9,11,9,6,11,6,9,9,9,8,6,6,1,1,1,1,1,1,1,5,2,11,3,6,1,1,5,5,2,3,6,8,2,9,1,1,6,6,3,4,4,5,7,7,7,9,7,3,1,4,1,4,1,3,10,11,10,10,1,1,11,10,11,1,1,2,11,1,1,1,9,1,1,1,1,1,5,11,11,11,9,6,11,10,8,7,4,9,2,7,1,6,8,8,8,5,6,8,6,6,1,1,1,1,3,3,1,1,1,1,59,2,1,4.9,21,21.6,4,2,3,3,3,1,NA,NA,1336,"Prolific",NA,NA,4
"1149",2019-05-16 14:46:25,2019-05-16 15:14:23,0,100,1677,1,2019-05-16 15:14:24,"R_29ccPIfvlMICtYw","anonymous","EN",1,1,7,9,7,8,6,7,8,8,5,7,6,5,3,6,4,6,7,4,6,6,7,6,7,7,8,6,9,6,3,4,4,1,7,6,6,7,7,7,6,2,7,6,7,8,7,5,6,5,7,7,7,9,8,7,7,7,7,8,8,8,8,7,8,6,2,3,7,9,10,4,5,3,5,5,4,8,3,9,4,8,9,3,5,8,4,5,5,8,6,5,6,9,5,8,6,6,6,9,8,8,6,7,8,8,7,8,9,7,7,7,7,8,7,8,6,6,8,7,8,7,9,9,9,9,8,4,9,2,7,7,6,6,11,10,10,2,1,2,9,5,2,9,8,7,10,4,4,7,3,2,9,3,8,3,9,2,10,9,10,8,9,8,9,9,7,8,9,9,9,9,8,1,2,1,3,1,2,4,9,2,9,8,2,1,2,2,9,1,9,9,2,8,9,2,7,3,7,1,9,9,9,8,9,9,9,9,2,3,3,2,2,2,3,4,8,8,7,1,2,8,8,9,1,1,2,8,4,1,3,9,8,2,1,4,2,8,7,9,9,8,9,8,9,9,9,9,9,11,9,10,8,8,9,9,9,9,8,9,9,1,2,3,2,2,3,1,2,1,2,18,1,2,1.5,13,2.5,2,5,6,6,6,5,NA,NA,1550,"Prolific",NA,NA,4
"1150",2019-05-16 14:24:36,2019-05-16 15:14:45,0,100,3009,1,2019-05-16 15:14:46,"R_RKx2z7apqATozQd","anonymous","EN",1,1,2,5,5,6,6,3,4,1,7,4,6,3,6,1,7,9,6,4,6,3,5,8,3,3,6,5,5,6,7,9,3,3,7,6,6,5,6,3,5,9,4,3,6,5,5,4,7,6,9,5,6,2,3,10,1,1,2,8,9,10,6,8,8,1,9,8,5,11,6,1,3,1,4,1,6,3,8,5,2,6,7,7,8,5,10,9,5,1,4,9,4,3,9,4,1,3,1,1,6,9,8,10,7,4,3,9,5,1,1,1,1,3,1,1,1,2,1,3,1,5,3,1,5,6,1,1,5,2,2,9,1,1,6,6,5,7,6,1,3,11,1,3,5,6,8,7,11,3,10,8,8,2,6,2,8,1,3,6,2,4,5,6,4,8,4,7,5,4,2,1,6,8,8,1,7,5,7,4,2,7,6,3,3,1,6,7,4,3,6,4,3,1,3,3,1,8,1,8,6,1,6,8,3,3,4,4,1,7,4,2,9,8,6,7,6,7,3,6,3,5,3,1,11,9,8,6,11,2,3,3,3,11,1,1,11,6,2,3,8,1,6,1,4,3,5,3,4,4,6,5,6,6,3,6,6,6,5,4,5,1,1,9,1,7,8,5,8,8,3,26,2,2,2.9,16,2.6,2,3,3,5,4,5,NA,NA,1195,"Prolific",NA,NA,4
"1151",2019-05-16 14:22:06,2019-05-16 15:15:13,0,100,3186,1,2019-05-16 15:15:14,"R_rp6Eh2ggCbqfKTf","anonymous","EN",1,1,9,11,10,9,10,9,2,10,2,10,10,2,10,6,1,2,10,2,1,10,10,10,10,9,9,2,2,3,3,1,3,3,4,2,2,10,10,10,10,2,10,9,10,9,8,3,9,6,8,10,3,6,6,6,9,8,6,10,10,10,10,10,10,2,3,2,1,6,6,6,6,8,6,6,6,8,2,9,2,10,7,2,3,9,3,11,2,6,8,1,9,10,3,10,8,10,10,10,10,9,10,10,9,10,9,10,10,8,9,10,10,10,8,9,6,9,10,9,10,11,8,10,10,10,10,9,9,7,10,10,8,10,11,11,11,1,1,1,10,6,1,10,10,9,10,1,6,4,1,7,10,1,10,3,9,1,10,10,10,10,10,10,9,10,8,10,10,10,8,10,10,1,2,1,1,1,5,2,10,1,9,10,1,1,1,2,10,1,10,10,1,10,10,1,10,1,10,1,10,10,10,10,10,10,10,10,1,2,6,1,1,1,2,2,10,8,10,1,1,10,10,10,6,2,7,10,1,1,2,10,10,1,1,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,26,1,1,2.6,3,2.6,2,5,5,5,4,3,NA,NA,1496,"Prolific",NA,NA,4
"1152",2019-05-16 14:35:36,2019-05-16 15:15:24,0,100,2387,1,2019-05-16 15:15:24,"R_1F4CSZtB0P0w1Zn","anonymous","EN",1,1,7,7,3,7,7,9,4,7,3,7,7,3,4,4,2,4,4,4,2,6,7,3,8,6,8,4,8,8,4,7,7,9,10,2,5,7,8,8,7,3,9,4,8,8,5,9,5,8,4,5,9,7,7,8,7,7,7,6,5,5,6,7,9,4,3,3,3,8,8,3,3,3,4,4,3,8,3,8,3,9,8,3,4,8,4,7,3,8,8,4,7,8,4,7,7,7,8,8,8,7,5,4,8,7,9,9,7,7,9,7,7,8,7,7,8,5,9,9,8,7,7,3,9,8,7,4,8,4,7,10,6,4,7,8,10,3,3,2,9,7,3,8,5,10,7,2,7,7,3,4,8,4,10,7,4,4,9,7,8,9,9,8,9,7,5,5,9,9,9,6,9,2,4,2,2,2,3,2,7,3,7,8,3,3,3,3,7,4,9,8,4,4,6,2,7,3,6,3,8,8,8,8,7,6,8,8,3,3,3,3,3,3,3,3,10,7,8,2,3,10,8,9,2,3,2,9,2,2,2,7,9,2,1,3,2,2,6,7,7,7,7,5,7,7,8,8,9,7,8,9,8,7,8,8,8,7,9,8,8,2,2,2,2,3,3,1,2,3,3,36,1,1,2.4,2,14,1,6,6,6,6,6,NA,NA,1483,"Prolific",NA,NA,4
"1153",2019-05-16 14:06:31,2019-05-16 15:15:34,0,100,4143,1,2019-05-16 15:15:35,"R_1BQ8D3p8gWmGUwK","anonymous","EN",1,1,7,7,7,9,6,6,6,6,6,6,6,3,6,6,1,4,8,5,6,6,9,6,8,7,6,6,7,3,6,2,4,6,6,3,3,6,6,8,6,3,6,6,6,6,6,6,6,6,7,9,6,6,8,7,6,8,6,6,8,7,6,7,6,3,6,3,6,8,8,4,3,6,4,5,6,6,3,8,5,8,6,2,2,9,8,8,6,8,8,6,8,6,2,8,6,8,8,9,7,8,9,7,9,6,7,9,8,7,6,6,6,7,7,6,6,6,6,6,8,7,7,6,6,6,8,6,8,4,8,10,6,6,9,10,6,1,1,1,9,1,1,8,10,8,9,1,7,8,1,1,9,1,9,1,10,1,9,8,6,9,6,9,8,11,6,8,6,6,6,6,9,1,1,1,1,1,1,1,9,1,9,8,2,1,1,1,10,1,9,8,1,9,10,1,6,6,6,2,9,8,9,6,8,8,9,9,1,1,1,1,1,1,1,1,8,6,9,1,1,10,10,9,1,1,1,10,1,1,1,6,9,1,1,1,1,8,8,9,8,9,9,9,9,11,9,8,9,9,9,9,8,6,8,8,9,7,9,8,9,2,1,1,1,9,1,1,3,2,3,37,2,2,1.3,8,3.6,3,1,1,1,1,1,NA,NA,1451,"Prolific",NA,NA,4
"1154",2019-05-16 14:43:32,2019-05-16 15:15:42,0,100,1930,1,2019-05-16 15:15:43,"R_XgCiE1KxxYiDyI9","anonymous","EN",1,1,6,11,6,11,9,11,3,11,1,11,9,1,11,9,1,1,11,1,1,11,11,11,11,11,6,1,6,1,1,1,1,1,6,1,1,11,11,11,11,1,11,6,11,6,9,3,11,1,6,11,1,11,11,11,9,6,11,11,11,11,11,11,11,1,1,1,1,1,6,1,1,1,1,1,1,6,1,11,1,11,6,1,1,11,1,11,1,11,9,1,9,11,1,6,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,11,1,1,11,11,11,9,1,3,9,1,1,11,1,11,1,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,11,1,11,11,1,1,1,1,11,1,11,11,1,11,11,1,11,1,11,1,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,6,11,11,1,1,6,11,11,1,1,1,11,1,1,1,6,11,1,1,1,1,6,6,9,11,11,11,11,9,10,11,11,11,11,11,11,11,6,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,48,2,2,10.5,8,10.5,4,6,6,6,6,5,NA,NA,1758,"Prolific",NA,NA,4
"1155",2019-05-16 14:39:41,2019-05-16 15:16:34,0,100,2213,1,2019-05-16 15:16:35,"R_1OUpgfFxVG4H7pJ","anonymous","EN",1,1,4,6,4,6,3,6,6,7,6,6,6,5,6,8,3,3,7,3,3,6,6,6,7,7,6,6,6,7,1,3,1,1,7,6,6,6,7,7,8,1,7,5,6,6,6,4,6,6,6,6,6,6,7,6,6,5,6,5,5,2,4,6,6,2,3,1,3,9,6,2,3,7,1,3,3,7,3,7,3,8,6,2,3,6,3,7,3,7,6,6,5,8,3,7,7,6,6,8,6,7,6,6,6,7,7,8,7,7,7,8,7,7,6,6,6,7,8,7,9,7,5,4,8,8,7,3,8,6,8,6,7,4,9,9,8,1,1,1,7,6,3,7,7,8,9,3,7,7,6,2,7,1,8,1,6,1,8,8,8,9,7,7,6,8,6,8,6,6,9,5,7,1,1,1,1,1,1,1,6,2,6,8,2,1,1,1,7,2,10,7,1,7,7,1,6,3,8,1,7,9,8,7,7,7,6,9,6,1,3,3,1,2,2,1,8,7,7,1,2,8,8,7,4,1,1,9,1,1,1,6,1,1,1,3,2,3,7,6,8,7,7,7,8,7,8,9,8,8,9,7,8,6,8,8,8,9,8,8,8,1,1,1,1,3,4,1,6,3,6,42,1,2,3.4,21,6.6,3,6,6,6,5,6,NA,NA,1316,"Prolific",NA,NA,4
"1156",2019-05-16 14:40:24,2019-05-16 15:16:53,0,100,2189,1,2019-05-16 15:16:54,"R_29pktkYPaxguKGk","anonymous","EN",1,1,7,1,1,1,6,7,5,1,4,6,5,6,5,5,1,5,5,4,5,4,6,5,5,4,6,6,4,5,4,3,9,6,3,9,5,5,5,6,6,2,6,7,5,6,8,5,5,3,6,4,1,3,11,6,6,5,10,6,6,5,5,4,3,8,6,8,5,7,5,5,5,5,4,6,6,4,4,2,7,5,2,6,5,7,6,3,5,5,3,5,6,4,3,4,4,3,4,5,5,1,5,7,6,5,4,6,4,5,8,10,10,9,5,10,9,6,4,7,6,7,10,4,5,5,5,3,5,5,4,3,6,4,5,4,6,5,5,4,11,11,1,11,11,11,11,1,11,1,1,1,1,1,11,1,11,1,4,5,8,6,4,6,3,5,6,4,5,6,5,5,5,7,1,11,11,11,11,11,6,1,11,1,4,1,8,7,6,9,1,11,3,5,5,1,4,1,5,1,2,6,6,11,6,6,7,11,2,9,9,9,8,1,9,9,7,10,9,8,8,7,4,6,8,8,9,8,4,9,8,7,9,8,10,9,7,2,4,3,3,5,4,3,5,6,6,7,6,7,6,6,7,6,4,7,6,7,4,6,8,5,3,5,5,5,6,7,4,3,6,29,2,2,3.4,9,15,4,5,5,4,3,4,NA,NA,1408,"Prolific",NA,NA,4
"1157",2019-05-16 14:46:14,2019-05-16 15:17:20,0,100,1865,1,2019-05-16 15:17:21,"R_2PBRTEdKhLwncHP","anonymous","EN",1,1,8,7,6,7,6,7,3,6,4,7,7,3,7,7,1,3,7,3,3,7,8,6,6,9,7,6,5,3,3,3,7,3,3,3,3,8,8,8,8,3,8,8,8,8,8,9,8,7,7,9,4,7,7,7,7,7,7,7,7,8,8,7,7,2,6,2,3,6,7,3,6,4,6,5,6,8,4,7,4,8,9,4,4,7,4,7,4,8,8,4,6,7,3,7,6,6,8,9,9,8,8,9,9,8,9,9,9,9,8,9,9,8,8,8,8,7,8,9,6,9,9,9,9,9,7,4,9,6,9,9,9,5,10,10,8,1,1,1,9,2,2,9,8,6,8,2,9,6,3,3,10,2,9,4,9,2,7,8,7,8,8,8,7,8,8,7,8,8,7,6,9,1,3,1,2,2,2,4,9,2,10,9,3,1,1,2,9,1,9,8,2,7,8,1,8,2,9,2,9,9,9,9,9,9,9,8,2,2,3,2,2,2,2,3,8,9,9,1,3,9,9,9,2,2,3,9,2,1,3,9,8,2,1,5,2,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,10,9,9,9,9,2,2,2,2,2,1,1,2,2,3,40,1,1,2,10,14.1,2,5,5,5,5,4,NA,NA,1560,"Prolific",NA,NA,4
